Title,Type,Price,Location,Baths,Area,Beds,Amenities,Link
Brand New 6 bedroom Luxury house,House,PKR9.95 Crore,"DHA Defence, Islamabad, Islamabad Capital",6,1 Kanal,6,Built in year: 2023; Parking Spaces: 3; Double Glazed Windows; Flooring; Waste Disposal; Bedrooms: 6; Bathrooms: 7; Servant Quarters: 2; Drawing Room; Dining Room; Kitchens: 2; Powder Room; Store Rooms: 1; Broadband Internet Access; Satellite or Cable TV Ready; Intercom; Community Lawn or Garden; Community Swimming Pool; Community Gym; First Aid or Medical Centre; Day Care Centre; Kids Play Area; Mosque; Community Centre; Other Community Facilities; ,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_b_brand_new_6_bedroom_luxury_house-46475412-3197-1.html
10 MARLA USED HOUSE FOR SALE MPCHS F-17 ISLAMABAD ALL FACILITY AVAILABLE CDA APPROVED SECTOR,House,PKR2.81 Crore,"F-17, Islamabad, Islamabad Capital",6,10 Marla,6,Built in year: 5; Parking Spaces: 2; Double Glazed Windows; Central Air Conditioning; Central Heating; Flooring; Waste Disposal; Other Main Features; Furnished; Bedrooms: 7; Bathrooms: 8; Servant Quarters: 1; Drawing Room; Dining Room; Kitchens: 2; Study Room; Prayer Room; Powder Room; Gym; Store Rooms: 2; Steam Room; Lounge or Sitting Room; Laundry Room; Other Rooms; Broadband Internet Access; Satellite or Cable TV Ready; Intercom; Other Business and Communication Facilities; Community Lawn or Garden; Community Swimming Pool; Community Gym; First Aid or Medical Centre; Day Care Centre; Kids Play Area; Barbeque Area; Mosque; Community Centre; Other Community Facilities; Sauna; Jacuzzi; Other Healthcare and Recreation Facilities; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Distance From Airport (kms); Nearby Public Transport Service; Other Nearby Places; Maintenance Staff; Security Staff; Facilities for Disabled; Other Facilities; ,https://www.zameen.com/Property/islamabad_f-17_10_marla_used_house_for_sale_mpchs_f-17_islamabad_all_facility_available_cda_approved_sector-46022088-335-1.html
Kanal House Available For Sale In Dha Phase 2 Islamabad,House,PKR8.85 Crore,"DHA Defence, Islamabad, Islamabad Capital",7,1 Kanal,6,Built in year; Parking Spaces; Double Glazed Windows; Flooring; Electricity Backup; Floors: 2; Bedrooms: 6; Bathrooms: 7; Servant Quarters: 1; Drawing Room; Dining Room; Kitchens: 2; Study Room; Prayer Room; Powder Room; Gym; Store Rooms; Lounge or Sitting Room; Laundry Room; Broadband Internet Access; Satellite or Cable TV Ready; Intercom; Community Lawn or Garden; Community Swimming Pool; Community Gym; First Aid or Medical Centre; Day Care Centre; Kids Play Area; Barbeque Area; Mosque; Community Centre; Lawn or Garden; Maintenance Staff; Security Staff; Facilities for Disabled; ,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_d_kanal_house_available_for_sale_in_dha_phase_2_islamabad-41600586-3199-1.html
10 marlas designer house for sale,House,PKR10.5 Crore,"D-12, Islamabad, Islamabad Capital",5,10 Marla,5,Built in year: 2023; Parking Spaces: 2; Flooring; Other Main Features; Bedrooms: 5; Bathrooms: 6; Servant Quarters: 1; Drawing Room; Kitchens: 2; Store Rooms: 1; Other Rooms; Other Business and Communication Facilities; Other Community Facilities; Other Healthcare and Recreation Facilities; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Distance From Airport (kms); Nearby Public Transport Service; Other Nearby Places; ,https://www.zameen.com/Property/islamabad_d-12_10_marlas_designer_house_for_sale-46253637-160-1.html
Modern Designer House For Sale,House,PKR36 Crore,"F-6, Islamabad, Islamabad Capital",6,1.1 Kanal,5,Built in year: 2022; Parking Spaces: 2; Double Glazed Windows; Flooring; Electricity Backup; Waste Disposal; Floors: 3; Bedrooms: 5; Bathrooms: 6; Servant Quarters: 1; Drawing Room; Dining Room; Kitchens: 2; Powder Room; Store Rooms: 1; Lounge or Sitting Room; Laundry Room; Broadband Internet Access; Satellite or Cable TV Ready; Community Lawn or Garden; Barbeque Area; Lawn or Garden; ,https://www.zameen.com/Property/islamabad_f-6_modern_designer_house_for_sale-45458650-164-1.html
"3 Bed Totally Residential Corner Apartment In Tulip Apartments Sector D17, MVHS Islamabad.",Flat,PKR70 Lakh,"D-17, Islamabad, Islamabad Capital",3,5.1 Marla,3,Flooring; Electricity Backup; Broadband Internet Access; Satellite or Cable TV Ready; Other Business and Communication Facilities; Mosque; Other Community Facilities; Other Healthcare and Recreation Facilities; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Distance From Airport (kms); Nearby Public Transport Service; Other Nearby Places; Maintenance Staff; Security Staff; Pet Policy; Other Facilities; ,https://www.zameen.com/Property/d_17_margalla_view_housing_society_3_bed_totally_residential_corner_apartment_in_tulip_apartments_sector_d17_mvhs_islamabad-45930659-3160-1.html
2 Bed Flat For Sale,Flat,PKR60 Lakh,"D-17, Islamabad, Islamabad Capital",2,3.8 Marla,2,Built in year: 8; Flooring; Electricity Backup; Waste Disposal; Floor; Floors in Building; ,https://www.zameen.com/Property/d_17_margalla_view_housing_society_2_bed_flat_for_sale-45843080-3160-1.html
2bad Flat For Sale,Flat,PKR65 Lakh,"D-17, Islamabad, Islamabad Capital",2,3.8 Marla,2,Parking Spaces; Lobby in Building; Double Glazed Windows; Flooring; Electricity Backup; Floor; Floors in Building; Service Elevators in Building; ,https://www.zameen.com/Property/d_17_margalla_view_housing_society_2bad_flat_for_sale-46367613-3160-1.html
Luxury House in Sawan Garden Urgently for Sale,House,PKR4.5 Crore,"Swan Garden, Islamabad, Islamabad Capital",6,10 Marla,7,Built in year: 2023; Parking Spaces: 4; Flooring; Waste Disposal; Bedrooms: 7; Bathrooms: 7; Servant Quarters: 1; Drawing Room; Dining Room; Kitchens: 2; Store Rooms: 1; Lounge or Sitting Room; Laundry Room; Broadband Internet Access; Satellite or Cable TV Ready; Community Lawn or Garden; Community Centre; Other Healthcare and Recreation Facilities; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Distance From Airport (kms); Nearby Public Transport Service; Security Staff; ,https://www.zameen.com/Property/islamabad_swan_garden_luxury_house_in_sawan_garden_urgently_for_sale-46282595-1315-1.html
"10 Marla Brand New Designer House Sector A, Bahria Enclave Islamabad For Sale",House,PKR4.8 Crore,"Bahria Town, Islamabad, Islamabad Capital",6,10 Marla,5,Built in year: 2023; Parking Spaces: 2; Flooring; Electricity Backup; Waste Disposal; Floors: 2; Bedrooms: 5; Bathrooms: 6; Servant Quarters: 1; Drawing Room; Dining Room; Kitchens: 2; Store Rooms: 1; Lounge or Sitting Room; Laundry Room; Broadband Internet Access; Satellite or Cable TV Ready; Community Lawn or Garden; Community Swimming Pool; Community Gym; First Aid or Medical Centre; Day Care Centre; Kids Play Area; Barbeque Area; Mosque; Community Centre; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Distance From Airport (kms); Nearby Public Transport Service; Other Nearby Places; ,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_a_10_marla_brand_new_designer_house_sector_a_bahria_enclave_islamabad_for_sale-45274153-11970-1.html
Bahria Enclave Islamabad Sector C1 10 Marla Beautiful House For Sale,House,PKR3.9 Crore,"Bahria Town, Islamabad, Islamabad Capital",6,10 Marla,5,Built in year: 2021; Parking Spaces: 3; Flooring; Electricity Backup; Waste Disposal; Floors: 2; Bedrooms: 5; Bathrooms: 6; Servant Quarters: 1; Drawing Room; Dining Room; Kitchens: 2; Study Room; Store Rooms: 1; Lounge or Sitting Room; Broadband Internet Access; Satellite or Cable TV Ready; Community Lawn or Garden; Community Gym; First Aid or Medical Centre; Day Care Centre; Kids Play Area; Barbeque Area; Mosque; Community Centre; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Distance From Airport (kms); Nearby Public Transport Service; ,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c1_bahria_enclave_islamabad_sector_c1_10_marla_beautiful_house_for_sale-45235137-11987-1.html
9 Marla Brand New Double Storey House For Sale,House,PKR3.8 Crore,"Bahria Town, Islamabad, Islamabad Capital",5,9 Marla,5,Built in year; Parking Spaces: 2; Double Glazed Windows; Flooring; Electricity Backup; Waste Disposal; Floors: 2; Bedrooms: 5; Bathrooms: 5; Servant Quarters: 1; Drawing Room; Dining Room; Kitchens: 2; Powder Room; Lounge or Sitting Room; Laundry Room; Broadband Internet Access; Satellite or Cable TV Ready; Other Business and Communication Facilities; Community Lawn or Garden; Community Gym; First Aid or Medical Centre; Day Care Centre; Kids Play Area; Barbeque Area; Mosque; Community Centre; Other Community Facilities; Lawn or Garden; Other Healthcare and Recreation Facilities; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Distance From Airport (kms); Nearby Public Transport Service; Other Nearby Places; ,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c3_9_marla_brand_new_double_storey_house_for_sale-45961238-11989-1.html
F-6 House for Sale.,House,PKR55 Crore,"F-6, Islamabad, Islamabad Capital",6,2 Kanal,5,Built in year: 2017; Parking Spaces: 6; Double Glazed Windows; Central Air Conditioning; Central Heating; Flooring; Electricity Backup; Waste Disposal; Other Main Features; Bedrooms: 5; Bathrooms: 6; Servant Quarters: 2; Drawing Room; Dining Room; Kitchens: 2; Study Room; Prayer Room; Powder Room; Store Rooms: 1; Steam Room; Lounge or Sitting Room; Laundry Room; Other Rooms; Broadband Internet Access; Satellite or Cable TV Ready; Intercom; Other Business and Communication Facilities; Community Lawn or Garden; First Aid or Medical Centre; Day Care Centre; Kids Play Area; Barbeque Area; Community Centre; Other Community Facilities; Other Healthcare and Recreation Facilities; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Distance From Airport (kms); Nearby Public Transport Service; Other Nearby Places; Maintenance Staff; Security Staff; Facilities for Disabled; Other Facilities; ,https://www.zameen.com/Property/islamabad_f-6_f-6_house_for_sale-46483630-164-1.html
5 Marla Brand New Double Potion Available For Sale In Sector B,House,PKR2.5 Crore,"Bahria Town, Islamabad, Islamabad Capital",4,5 Marla,3,Built in year; Parking Spaces: 1; Double Glazed Windows; Flooring; Electricity Backup; Waste Disposal; Floors: 2; Other Main Features; Bedrooms: 3; Bathrooms: 4; Servant Quarters: 1; Drawing Room; Dining Room; Kitchens: 2; Powder Room; Lounge or Sitting Room; Laundry Room; Other Rooms; Broadband Internet Access; Satellite or Cable TV Ready; Other Business and Communication Facilities; Community Lawn or Garden; Community Gym; First Aid or Medical Centre; Day Care Centre; Kids Play Area; Barbeque Area; Mosque; Community Centre; Other Community Facilities; Lawn or Garden; Other Healthcare and Recreation Facilities; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Distance From Airport (kms); Nearby Public Transport Service; Other Nearby Places; Maintenance Staff; Security Staff; Facilities for Disabled; Other Facilities; ,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_b1_5_marla_brand_new_double_potion_available_for_sale_in_sector_b-46228795-11972-1.html
8 Marla New Double Storey House Available For Sale,House,PKR3.45 Crore,"Bahria Town, Islamabad, Islamabad Capital",7,8 Marla,5,Built in year; Parking Spaces: 2; Double Glazed Windows; Central Heating; Flooring; Electricity Backup; Waste Disposal; Floors: 2; Bedrooms: 5; Bathrooms: 7; Servant Quarters: 1; Drawing Room; Dining Room; Kitchens: 2; Powder Room; Store Rooms: 1; Lounge or Sitting Room; Laundry Room; Broadband Internet Access; Satellite or Cable TV Ready; Community Lawn or Garden; Community Gym; First Aid or Medical Centre; Day Care Centre; Kids Play Area; Barbeque Area; Mosque; Community Centre; Lawn or Garden; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Nearby Public Transport Service; Maintenance Staff; Security Staff; Facilities for Disabled; ,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_g_8_marla_new_double_storey_house_available_for_sale-44458470-11984-1.html
Best Options For House Is Available For sale In Bahria Enclave - Sector C1,House,PKR4.8 Crore,"Bahria Town, Islamabad, Islamabad Capital",7,10 Marla,5,Flooring; Electricity Backup; Broadband Internet Access; Satellite or Cable TV Ready; Intercom; Other Business and Communication Facilities; Community Lawn or Garden; Community Swimming Pool; Community Gym; First Aid or Medical Centre; Day Care Centre; Kids Play Area; Barbeque Area; Mosque; Community Centre; Other Community Facilities; Lawn or Garden; Swimming Pool; Sauna; Jacuzzi; Other Healthcare and Recreation Facilities; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Nearby Public Transport Service; Other Nearby Places; Maintenance Staff; Security Staff; Other Facilities; ,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c1_best_options_for_house_is_available_for_sale_in_bahria_enclave_-_sector_c1-44488367-11987-1.html
"Ideal 1 Kanal House Available In Bahria Enclave - Sector C, Islamabad",House,PKR9.5 Crore,"Bahria Town, Islamabad, Islamabad Capital",7,1 Kanal,5,Flooring; Electricity Backup; Broadband Internet Access; Satellite or Cable TV Ready; Intercom; Other Business and Communication Facilities; Community Lawn or Garden; Community Swimming Pool; Community Gym; First Aid or Medical Centre; Day Care Centre; Kids Play Area; Barbeque Area; Mosque; Community Centre; Other Community Facilities; Lawn or Garden; Swimming Pool; Sauna; Jacuzzi; Other Healthcare and Recreation Facilities; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Nearby Public Transport Service; Other Nearby Places; Maintenance Staff; Security Staff; Other Facilities; ,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c_ideal_1_kanal_house_available_in_bahria_enclave_-_sector_c_islamabad-44488370-11973-1.html
"2 Bed Apartment (1182 Sq Feet) for Sale in Gulberg Greens, Islamabad",Flat,PKR3.85 Crore,"F-10, Islamabad, Islamabad Capital",2,5.3 Marla,2,Parking Spaces; Lobby in Building; Double Glazed Windows; Central Air Conditioning; Central Heating; Flooring; Electricity Backup; Waste Disposal; Floor; Elevators; Service Elevators in Building; Other Main Features; Furnished; Bedrooms: 2; Bathrooms: 2; Dining Room; Kitchens: 1; Prayer Room; Gym; Lounge or Sitting Room; Broadband Internet Access; Satellite or Cable TV Ready; Business Center or Media Room in Building; Conference Room in Building; Intercom; ATM Machines; Other Business and Communication Facilities; Community Lawn or Garden; Community Swimming Pool; Community Gym; First Aid or Medical Centre; Day Care Centre; Kids Play Area; Barbeque Area; Mosque; Community Centre; Jacuzzi; Other Healthcare and Recreation Facilities; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Distance From Airport (kms); Nearby Public Transport Service; Other Nearby Places; ,https://www.zameen.com/Property/islamabad_f-10_2_bed_apartment_1182_sq_feet_for_sale_in_gulberg_greens_islamabad-45805504-162-1.html
2 Bed Apartment (1125 Sq Feet) for Sale in Islamabad,Flat,PKR3.85 Crore,"B-17, Islamabad, Islamabad Capital",2,5 Marla,2,Parking Spaces; Lobby in Building; Double Glazed Windows; Central Air Conditioning; Central Heating; Flooring; Electricity Backup; Waste Disposal; Floor; Elevators; Service Elevators in Building; Other Main Features; Furnished; Bedrooms: 2; Bathrooms: 2; Dining Room; Kitchens: 1; Prayer Room; Gym; Lounge or Sitting Room; Broadband Internet Access; Satellite or Cable TV Ready; Business Center or Media Room in Building; Conference Room in Building; Intercom; ATM Machines; Other Business and Communication Facilities; Community Lawn or Garden; Community Swimming Pool; Community Gym; First Aid or Medical Centre; Day Care Centre; Kids Play Area; Barbeque Area; Mosque; Community Centre; Other Community Facilities; Sauna; Jacuzzi; Other Healthcare and Recreation Facilities; Nearby Schools; Nearby Shopping Malls; Nearby Restaurants; Distance From Airport (kms); Other Nearby Places; ,https://www.zameen.com/Property/islamabad_b-17_2_bed_apartment_1125_sq_feet_for_sale_in_islamabad-46387100-616-1.html
2 Bed Apartment (1125 Sq Feet) for Sale in Islamabad,Flat,PKR3.85 Crore,"Gulberg, Islamabad, Islamabad Capital",2,5 Marla,2,Parking Spaces; Lobby in Building; Central Air Conditioning; Central Heating; Flooring; Electricity Backup; Waste Disposal; Floor; Elevators; Service Elevators in Building; Other Main Features; Furnished; Bedrooms: 2; Bathrooms: 2; Kitchens: 1; Prayer Room; Gym; Lounge or Sitting Room; Broadband Internet Access; Satellite or Cable TV Ready; Business Center or Media Room in Building; Conference Room in Building; ATM Machines; Other Business and Communication Facilities; Community Lawn or Garden; Community Swimming Pool; Community Gym; First Aid or Medical Centre; Day Care Centre; Kids Play Area; Barbeque Area; Mosque; Community Centre; Sauna; Jacuzzi; Nearby Schools; Nearby Shopping Malls; Nearby Restaurants; Distance From Airport (kms); Other Nearby Places; ,https://www.zameen.com/Property/gulberg_gulberg_residencia_2_bed_apartment_1125_sq_feet_for_sale_in_islamabad-46379708-8319-1.html
10 Marla Brand New House In Sector-c2 Bahria Enclave Islamabad,House,PKR4.65 Crore,"Bahria Town, Islamabad, Islamabad Capital",6,10 Marla,5,Built in year: 2023; Parking Spaces: 2; Double Glazed Windows; Flooring; Electricity Backup; Waste Disposal; Floors: 2; Bedrooms: 5; Bathrooms: 5; Servant Quarters: 1; Drawing Room; Kitchens: 2; Powder Room; Lounge or Sitting Room; Broadband Internet Access; Satellite or Cable TV Ready; ,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c2_10_marla_brand_new_house_in_sector-c2_bahria_enclave_islamabad-46362863-11988-1.html
10 Marla Brand New House In Sector C2 Bahria Enclave Islamabad,House,PKR4.65 Crore,"Bahria Town, Islamabad, Islamabad Capital",6,10 Marla,5,Built in year: 2023; Parking Spaces: 2; Double Glazed Windows; Flooring; Electricity Backup; Waste Disposal; Floors: 2; Bedrooms: 5; Bathrooms: 5; Servant Quarters: 1; Drawing Room; Dining Room; Kitchens: 2; Powder Room; Lounge or Sitting Room; Laundry Room; Broadband Internet Access; Satellite or Cable TV Ready; ,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c2_10_marla_brand_new_house_in_sector_c2_bahria_enclave_islamabad-46417983-11988-1.html
Prime Location G-9/4 House For sale Sized 10 Marla,House,PKR7 Crore,"G-9, Islamabad, Islamabad Capital",5,10 Marla,5,Parking Spaces: 2; Double Glazed Windows; Flooring; Waste Disposal; Other Main Features; Bedrooms: 5; Bathrooms: 5; Servant Quarters: 1; Drawing Room; Dining Room; Kitchens: 2; Lounge or Sitting Room; Laundry Room; Broadband Internet Access; Satellite or Cable TV Ready; Community Lawn or Garden; Community Swimming Pool; Community Gym; First Aid or Medical Centre; Day Care Centre; Kids Play Area; Barbeque Area; Mosque; Community Centre; Other Community Facilities; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Distance From Airport (kms); Nearby Public Transport Service; Other Nearby Places; Maintenance Staff; Security Staff; Facilities for Disabled; Other Facilities; ,https://www.zameen.com/Property/g_9_g-9_4_prime_location_g-9_4_house_for_sale_sized_10_marla-46138248-3387-1.html
Sector C 1 Kanal Prime Location House For Sale,House,PKR7.65 Crore,"Bahria Town, Islamabad, Islamabad Capital",6,1 Kanal,6,Built in year: 2020; Parking Spaces; Flooring; Electricity Backup; Waste Disposal; Floors: 2; Other Main Features; ,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c_sector_c_1_kanal_prime_location_house_for_sale-46069703-11973-1.html
(35*70) Proper Corner First Entry Designer house for sale in G-13 Islamabad,House,PKR7.95 Crore,"G-13, Islamabad, Islamabad Capital",6,10.9 Marla,7,Built in year: 2023; Parking Spaces: 3; Double Glazed Windows; Central Air Conditioning; Central Heating; Flooring; Electricity Backup; Waste Disposal; Other Main Features; Bedrooms: 6; Bathrooms: 6; Servant Quarters: 1; Drawing Room; Dining Room; Kitchens: 2; Study Room; Prayer Room; Powder Room; Gym; Steam Room; Lounge or Sitting Room; Laundry Room; Other Rooms; Broadband Internet Access; Satellite or Cable TV Ready; Intercom; Other Business and Communication Facilities; Community Lawn or Garden; Community Swimming Pool; Community Gym; First Aid or Medical Centre; Day Care Centre; Kids Play Area; Barbeque Area; Mosque; Community Centre; Other Community Facilities; Sauna; Jacuzzi; Other Healthcare and Recreation Facilities; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Distance From Airport (kms); Nearby Public Transport Service; Other Nearby Places; Maintenance Staff; Security Staff; Facilities for Disabled; Other Facilities; ,https://www.zameen.com/Property/islamabad_g-13_35_70_proper_corner_first_entry_designer_house_for_sale_in_g-13_islamabad-45934589-330-1.html
